zip,primary_city,state,latitude,longitude
91502,Burbank,CA,34.17,-118.31
91504,Burbank,CA,34.2,-118.3
91505,Burbank,CA,34.17,-118.34
91506,Burbank,CA,34.17,-118.32
91601,North Hollywood,CA,34.16,-118.37
91602,North Hollywood,CA,34.15,-118.36
91604,Studio City,CA,34.13,-118.39
91605,North Hollywood,CA,34.2,-118.39
91606,North Hollywood,CA,34.18,-118.39
91607,Valley Village,CA,34.16,-118.4
91608,Universal City,CA,34.13,-118.35
91701,Rancho Cucamonga,CA,34.14,-117.61
91702,Azusa,CA,34.17,-117.87
91706,Baldwin Park,CA,34.09,-117.96
91708,Chino,CA,34.02,-117.68
91709,Chino Hills,CA,33.94,-117.72
91710,Chino,CA,33.98,-117.65
91711,Claremont,CA,34.12,-117.71
91722,Covina,CA,34.09,-117.9
91723,Covina,CA,34.08,-117.88
91724,Covina,CA,34.07,-117.84
91730,Rancho Cucamonga,CA,34.09,-117.58
91731,El Monte,CA,34.08,-118.03
91732,El Monte,CA,34.07,-118.01
91733,South El Monte,CA,34.04,-118.04
91737,Rancho Cucamonga,CA,34.19,-117.61
91739,Rancho Cucamonga,CA,34.14,-117.51
91740,Glendora,CA,34.11,-117.85
91741,Glendora,CA,34.14,-117.85
91744,La Puente,CA,34.02,-117.93
91745,Hacienda Heights,CA,34,-117.97
91746,La Puente,CA,34.04,-117.98
91748,Rowland Heights,CA,33.97,-117.9
91750,La Verne,CA,34.15,-117.76
91752,Mira Loma,CA,33.99,-117.53
91754,Monterey Park,CA,34.05,-118.14
91755,Monterey Park,CA,34.05,-118.11
91758,Ontario,CA,34.05,-117.6
91761,Ontario,CA,34.02,-117.58
91762,Ontario,CA,34.04,-117.67
91763,Montclair,CA,34.07,-117.7
91764,Ontario,CA,34.07,-117.62
91765,Diamond Bar,CA,33.99,-117.81
91766,Pomona,CA,34.03,-117.75
91767,Pomona,CA,34.08,-117.73
91768,Pomona,CA,34.06,-117.79
91770,Rosemead,CA,34.06,-118.08
91773,San Dimas,CA,34.1,-117.81
91775,San Gabriel,CA,34.11,-118.08
91776,San Gabriel,CA,34.08,-118.09
91780,Temple City,CA,34.1,-118.05
91784,Upland,CA,34.14,-117.65
91786,Upland,CA,34.1,-117.66
91789,Walnut,CA,34.01,-117.85
91790,West Covina,CA,34.06,-117.94
91791,West Covina,CA,34.06,-117.89
91792,West Covina,CA,34.02,-117.89
91801,Alhambra,CA,34.09,-118.13
91803,Alhambra,CA,34.07,-118.14
91804,Alhambra,CA,34.09,-118.12
91901,Alpine,CA,32.8,-116.71
91902,Bonita,CA,32.67,-117.01
91905,Boulevard,CA,32.67,-116.31
91906,Campo,CA,32.68,-116.47
91910,Chula Vista,CA,32.63,-117.05
91911,Chula Vista,CA,32.61,-117.03
91913,Chula Vista,CA,32.64,-116.98
91914,Chula Vista,CA,32.66,-116.94
91915,Chula Vista,CA,32.6,-116.93
91916,Descanso,CA,32.9,-116.62
91917,Dulzura,CA,32.62,-116.67
91932,Imperial Beach,CA,32.57,-117.11
91934,Jacumba,CA,32.63,-116.18
91935,Jamul,CA,32.69,-116.8
91941,La Mesa,CA,32.75,-116.99
91942,La Mesa,CA,32.78,-117.01
91945,Lemon Grove,CA,32.73,-117.03
91950,National City,CA,32.67,-117.09
91962,Pine Valley,CA,32.78,-116.48
91963,Potrero,CA,32.63,-116.59
91977,Spring Valley,CA,32.71,-116.99
91978,Spring Valley,CA,32.71,-116.94
91980,Tecate,CA,32.59,-116.58
92003,Bonsall,CA,33.28,-117.19
92004,Borrego Springs,CA,33.17,-116.27
92007,Cardiff By The Sea,CA,33.01,-117.27
92008,Carlsbad,CA,33.13,-117.3
92009,Carlsbad,CA,33.09,-117.27
92010,Carlsbad,CA,33.15,-117.28
92011,Carlsbad,CA,33.1,-117.29
92014,Del Mar,CA,32.96,-117.25
92019,El Cajon,CA,32.77,-116.86
92020,El Cajon,CA,32.79,-116.96
92021,El Cajon,CA,32.84,-116.88
92024,Encinitas,CA,33.05,-117.25
92025,Escondido,CA,33.09,-116.94
92026,Escondido,CA,33.22,-117.1
92027,Escondido,CA,33.13,-116.98
92028,Fallbrook,CA,33.39,-117.29
92029,Escondido,CA,33.08,-117.13
92036,Julian,CA,32.99,-116.41
92037,La Jolla,CA,32.86,-117.24
92040,Lakeside,CA,32.9,-116.89
92054,Oceanside,CA,33.35,-117.43
92055,Camp Pendleton,CA,33.29,-117.3
92056,Oceanside,CA,33.2,-117.29
92057,Oceanside,CA,33.27,-117.28
92058,Oceanside,CA,33.18,-117.29
92059,Pala,CA,33.38,-117.07
92061,Pauma Valley,CA,33.3,-116.92
92064,Poway,CA,32.97,-117.02
92065,Ramona,CA,33.07,-116.83
92066,Ranchita,CA,33.21,-116.47
92069,San Marcos,CA,33.15,-117.17
92070,Santa Ysabel,CA,33.18,-116.73
92071,Santee,CA,32.85,-116.99
92075,Solana Beach,CA,32.99,-117.25
92078,San Marcos,CA,33.11,-117.16
92081,Vista,CA,33.18,-117.24
92082,Valley Center,CA,33.25,-116.98
92083,Vista,CA,33.18,-117.24
92084,Vista,CA,33.21,-117.2
92086,Warner Springs,CA,33.28,-116.6
92091,Rancho Santa Fe,CA,33.05,-117.19
92101,San Diego,CA,32.71,-117.16
92102,San Diego,CA,32.72,-117.09
92103,San Diego,CA,32.74,-117.17
92104,San Diego,CA,32.73,-117.12
92105,San Diego,CA,32.73,-117.08
92106,San Diego,CA,32.72,-117.23
92107,San Diego,CA,32.73,-117.24
92108,San Diego,CA,32.77,-117.1
92109,San Diego,CA,32.79,-117.23
92110,San Diego,CA,32.77,-117.18
92111,San Diego,CA,32.8,-117.16
92113,San Diego,CA,32.69,-117.11
92114,San Diego,CA,32.71,-117.05
92115,San Diego,CA,32.75,-117.07
92116,San Diego,CA,32.76,-117.12
92117,San Diego,CA,32.81,-117.19
92118,Coronado,CA,32.65,-117.14
92119,San Diego,CA,32.81,-117.03
92120,San Diego,CA,32.79,-117.06
92121,San Diego,CA,32.9,-117.2
92122,San Diego,CA,32.85,-117.2
92123,San Diego,CA,32.8,-117.13
92124,San Diego,CA,32.82,-117.08
92126,San Diego,CA,32.88,-117.13
92127,San Diego,CA,33.02,-117.12
92128,San Diego,CA,32.99,-117.07
92129,San Diego,CA,32.96,-117.12
92130,San Diego,CA,32.95,-117.19
92131,San Diego,CA,32.89,-117.07
92133,San Diego,CA,32.72,-117.21
92135,San Diego,CA,32.7,-117.18
92139,San Diego,CA,32.68,-117.04
92154,San Diego,CA,32.56,-117.01
92173,San Ysidro,CA,32.55,-117.04
92194,San Diego,CA,32.8,-117.13
92197,San Diego,CA,32.83,-117.2
92199,San Diego,CA,32.99,-117.07
92201,Indio,CA,33.71,-116.23
92203,Indio,CA,33.75,-116.23
92210,Indian Wells,CA,33.7,-116.33
92211,Palm Desert,CA,33.77,-116.34
92220,Banning,CA,33.92,-116.83
92223,Beaumont,CA,33.94,-116.97
92225,Blythe,CA,33.75,-114.51
92227,Brawley,CA,33.02,-115.45
92230,Cabazon,CA,33.93,-116.77
92231,Calexico,CA,32.69,-115.51
92233,Calipatria,CA,33.13,-115.52
92234,Cathedral City,CA,33.82,-116.45
92236,Coachella,CA,33.7,-116.17
92240,Desert Hot Springs,CA,33.92,-116.48
92241,Desert Hot Springs,CA,33.83,-116.29
92242,Earp,CA,34.15,-114.33
92243,El Centro,CA,32.77,-115.6
92249,Heber,CA,32.73,-115.47
92250,Holtville,CA,32.83,-115.19
92251,Imperial,CA,32.86,-115.65
92252,Joshua Tree,CA,34.15,-116.27
92253,La Quinta,CA,33.65,-116.27
92254,Mecca,CA,33.55,-115.97
92256,Morongo Valley,CA,34.1,-116.58
92257,Niland,CA,33.3,-115.55
92260,Palm Desert,CA,33.7,-116.4
92262,Palm Springs,CA,33.85,-116.56
92264,Palm Springs,CA,33.72,-116.51
92267,Parker Dam,CA,34.28,-114.18
92270,Rancho Mirage,CA,33.78,-116.41
92274,Thermal,CA,33.48,-116.1
92276,Thousand Palms,CA,33.8,-116.36
92277,Twentynine Palms,CA,34.24,-115.86
92278,Twentynine Palms,CA,34.27,-116.1
92280,Vidal,CA,34.14,-114.52
92281,Westmorland,CA,33.03,-115.55
92282,Whitewater,CA,33.94,-116.65
92283,Winterhaven,CA,32.87,-114.72
92284,Yucca Valley,CA,34.15,-116.41
92285,Landers,CA,34.33,-116.51
92292,Palm Springs,CA,33.83,-116.54
92301,Adelanto,CA,34.66,-117.51
92305,Angelus Oaks,CA,34.18,-116.86
92307,Apple Valley,CA,34.57,-117.15
92308,Apple Valley,CA,34.42,-117.14
92309,Baker,CA,35.31,-116.04
92310,Fort Irwin,CA,35.3,-116.74
92311,Barstow,CA,34.97,-116.99
92313,Grand Terrace,CA,34.03,-117.31
92314,Big Bear City,CA,34.26,-116.84
92315,Big Bear Lake,CA,34.23,-116.86
92316,Bloomington,CA,34.06,-117.39
92320,Calimesa,CA,33.97,-117.05
92323,Cima,CA,35.2,-115.42
92324,Colton,CA,34.01,-117.27
92327,Daggett,CA,34.86,-116.81
92328,Death Valley,CA,36.29,-116.45
92332,Essex,CA,34.96,-115.31
92335,Fontana,CA,34.08,-117.46
92336,Fontana,CA,34.14,-117.45
92337,Fontana,CA,34.05,-117.46
92338,Ludlow,CA,34.72,-116.15
92339,Forest Falls,CA,34.08,-116.9
92342,Helendale,CA,34.74,-117.35
92344,Hesperia,CA,34.39,-117.39
92345,Hesperia,CA,34.36,-117.32
92346,Highland,CA,34.13,-117.15
92347,Hinkley,CA,34.95,-117.18
92354,Loma Linda,CA,34.05,-117.24
92356,Lucerne Valley,CA,34.52,-116.88
92358,Lytle Creek,CA,34.25,-117.54
92359,Mentone,CA,34.1,-117.04
92363,Needles,CA,34.78,-114.59
92364,Nipton,CA,35.49,-115.45
92365,Newberry Springs,CA,34.85,-116.51
92366,Mountain Pass,CA,35.47,-115.52
92368,Oro Grande,CA,34.65,-117.29
92371,Phelan,CA,34.42,-117.48
92372,Pinon Hills,CA,34.47,-117.62
92373,Redlands,CA,34,-117.12
92374,Redlands,CA,34.06,-117.17
92376,Rialto,CA,34.1,-117.38
92377,Rialto,CA,34.16,-117.39
92392,Victorville,CA,34.49,-117.36
92394,Victorville,CA,34.57,-117.33
92395,Victorville,CA,34.48,-117.36
92397,Wrightwood,CA,34.36,-117.61
92399,Yucaipa,CA,34.04,-117.01
92401,San Bernardino,CA,34.1,-117.29
92403,San Bernardino,CA,34.1,-117.27
92404,San Bernardino,CA,34.17,-117.24
92405,San Bernardino,CA,34.14,-117.3
92407,San Bernardino,CA,34.22,-117.37
92408,San Bernardino,CA,34.07,-117.25
92410,San Bernardino,CA,34.1,-117.27
92411,San Bernardino,CA,34.12,-117.32
92501,Riverside,CA,33.99,-117.38
92503,Riverside,CA,33.89,-117.44
92504,Riverside,CA,33.9,-117.4
92505,Riverside,CA,33.93,-117.49
92506,Riverside,CA,33.92,-117.36
92507,Riverside,CA,33.96,-117.31
92508,Riverside,CA,33.89,-117.32
92509,Riverside,CA,33.99,-117.44
92518,March Air Reserve Base,CA,33.89,-117.27
92530,Lake Elsinore,CA,33.68,-117.37
92532,Lake Elsinore,CA,33.71,-117.34
92536,Aguanga,CA,33.5,-116.81
92539,Anza,CA,33.53,-116.68
92543,Hemet,CA,33.66,-116.98
92544,Hemet,CA,33.64,-116.83
92545,Hemet,CA,33.73,-117.05
92548,Homeland,CA,33.75,-117.11
92549,Idyllwild,CA,33.76,-116.73
92551,Moreno Valley,CA,33.87,-117.22
92553,Moreno Valley,CA,33.92,-117.24
92555,Moreno Valley,CA,33.9,-117.1
92557,Moreno Valley,CA,33.97,-117.25
92561,Mountain Center,CA,33.63,-116.59
92562,Murrieta,CA,33.54,-117.33
92563,Murrieta,CA,33.57,-117.14
92567,Nuevo,CA,33.82,-117.1
92570,Perris,CA,33.78,-117.33
92571,Perris,CA,33.83,-117.2
92582,San Jacinto,CA,33.81,-117.02
92583,San Jacinto,CA,33.79,-116.93
92584,Menifee,CA,33.65,-117.18
92585,Sun City,CA,33.74,-117.18
92586,Sun City,CA,33.7,-117.19
92587,Sun City,CA,33.69,-117.24
92590,Temecula,CA,33.48,-117.22
92591,Temecula,CA,33.53,-117.1
92592,Temecula,CA,33.53,-117.04
92595,Wildomar,CA,33.62,-117.25
92596,Winchester,CA,33.63,-117.07
92602,Irvine,CA,33.74,-117.76
92603,Irvine,CA,33.62,-117.79
92604,Irvine,CA,33.69,-117.78
92606,Irvine,CA,33.7,-117.79
92610,Foothill Ranch,CA,33.7,-117.67
92612,Irvine,CA,33.63,-117.81
92614,Irvine,CA,33.68,-117.85
92617,Irvine,CA,33.63,-117.83
92618,Irvine,CA,33.67,-117.73
92620,Irvine,CA,33.7,-117.76
92624,Capistrano Beach,CA,33.45,-117.66
92625,Corona Del Mar,CA,33.6,-117.86
92626,Costa Mesa,CA,33.67,-117.9
92627,Costa Mesa,CA,33.64,-117.91
92629,Dana Point,CA,33.47,-117.7
92630,Lake Forest,CA,33.64,-117.67
92637,Laguna Woods,CA,33.61,-117.72
92646,Huntington Beach,CA,33.66,-117.97
92647,Huntington Beach,CA,33.72,-118
92648,Huntington Beach,CA,33.67,-118
92649,Huntington Beach,CA,33.71,-118.04
92651,Laguna Beach,CA,33.55,-117.78
92653,Laguna Hills,CA,33.6,-117.71
92655,Midway City,CA,33.74,-117.98
92656,Aliso Viejo,CA,33.57,-117.72
92657,Newport Coast,CA,33.6,-117.82
92660,Newport Beach,CA,33.62,-117.87
92661,Newport Beach,CA,33.6,-117.9
92662,Newport Beach,CA,33.6,-117.89
92663,Newport Beach,CA,33.62,-117.93
92672,San Clemente,CA,33.42,-117.62
92673,San Clemente,CA,33.48,-117.61
92675,San Juan Capistrano,CA,33.52,-117.61
92676,Silverado,CA,33.75,-117.63
92677,Laguna Niguel,CA,33.53,-117.7
92679,Trabuco Canyon,CA,33.61,-117.54
92683,Westminster,CA,33.74,-117.99
92688,Rancho Santa Margarita,CA,33.61,-117.61
92691,Mission Viejo,CA,33.6,-117.66
92692,Mission Viejo,CA,33.6,-117.64
92694,Ladera Ranch,CA,33.56,-117.63
92701,Santa Ana,CA,33.75,-117.85
92703,Santa Ana,CA,33.74,-117.89
92704,Santa Ana,CA,33.71,-117.9
92705,Santa Ana,CA,33.76,-117.79
92706,Santa Ana,CA,33.76,-117.88
92707,Santa Ana,CA,33.71,-117.87
92708,Fountain Valley,CA,33.71,-117.94
92780,Tustin,CA,33.74,-117.82
92782,Tustin,CA,33.75,-117.77
92799,Santa Ana,CA,33.71,-117.9
92801,Anaheim,CA,33.84,-117.95
92802,Anaheim,CA,33.81,-117.91
92804,Anaheim,CA,33.81,-117.97
92805,Anaheim,CA,33.82,-117.91
92806,Anaheim,CA,33.83,-117.86
92807,Anaheim,CA,33.85,-117.79
92808,Anaheim,CA,33.84,-117.73
92809,Anaheim,CA,33.86,-117.74
92821,Brea,CA,33.92,-117.86
92823,Brea,CA,33.92,-117.8
92831,Fullerton,CA,33.87,-117.89
92832,Fullerton,CA,33.86,-117.92
92833,Fullerton,CA,33.88,-117.96
92835,Fullerton,CA,33.9,-117.91
92840,Garden Grove,CA,33.78,-117.93
92841,Garden Grove,CA,33.78,-117.97
92843,Garden Grove,CA,33.75,-117.94
92844,Garden Grove,CA,33.76,-117.97
92845,Garden Grove,CA,33.78,-118.02
92860,Norco,CA,33.93,-117.56
92861,Villa Park,CA,33.81,-117.81
92862,Orange,CA,33.79,-117.71
92865,Orange,CA,33.83,-117.85
92866,Orange,CA,33.78,-117.84
92867,Orange,CA,33.81,-117.79
92868,Orange,CA,33.78,-117.86
92869,Orange,CA,33.79,-117.78
92870,Placentia,CA,33.88,-117.85
92879,Corona,CA,33.87,-117.53
92880,Corona,CA,33.9,-117.61
92881,Corona,CA,33.83,-117.5
92882,Corona,CA,33.83,-117.6
92883,Corona,CA,33.75,-117.48
92886,Yorba Linda,CA,33.89,-117.78
92887,Yorba Linda,CA,33.88,-117.72
92899,Anaheim,CA,33.83,-117.87
93001,Ventura,CA,34.33,-119.31
93003,Ventura,CA,34.28,-119.22
93004,Ventura,CA,34.27,-119.16
93010,Camarillo,CA,34.23,-119.07
93012,Camarillo,CA,34.2,-118.98
93013,Carpinteria,CA,34.43,-119.52
93015,Fillmore,CA,34.4,-118.83
93021,Moorpark,CA,34.31,-118.87
93022,Oak View,CA,34.4,-119.3
93023,Ojai,CA,34.51,-119.29
93030,Oxnard,CA,34.19,-119.17
93033,Oxnard,CA,34.14,-119.1
93035,Oxnard,CA,34.19,-119.23
93036,Oxnard,CA,34.25,-119.16
93041,Port Hueneme,CA,34.11,-119.11
93060,Santa Paula,CA,34.4,-119.07
93063,Simi Valley,CA,34.3,-118.72
93065,Simi Valley,CA,34.25,-118.78
93066,Somis,CA,34.29,-119.03
93093,Simi Valley,CA,34.27,-118.71
93101,Santa Barbara,CA,34.41,-119.7
93103,Santa Barbara,CA,34.43,-119.68
93105,Santa Barbara,CA,34.01,-119.72
93108,Santa Barbara,CA,34.44,-119.61
93109,Santa Barbara,CA,34.4,-119.72
93110,Santa Barbara,CA,34.43,-119.77
93111,Santa Barbara,CA,34.45,-119.8
93117,Goleta,CA,34.5,-120.12
93202,Armona,CA,36.31,-119.71
93203,Arvin,CA,35.08,-118.79
93204,Avenal,CA,35.92,-120.1
93205,Bodfish,CA,35.52,-118.4
93206,Buttonwillow,CA,35.43,-119.49
93207,California Hot Springs,CA,35.87,-118.65
93210,Coalinga,CA,36.19,-120.39
93212,Corcoran,CA,36.07,-119.53
93215,Delano,CA,35.78,-119.23
93219,Earlimart,CA,35.86,-119.28
93221,Exeter,CA,36.28,-119.03
93223,Farmersville,CA,36.3,-119.19
93224,Fellows,CA,35.21,-119.56
93225,Frazier Park,CA,34.8,-119.01
93226,Glennville,CA,35.72,-118.72
93230,Hanford,CA,36.27,-119.63
93234,Huron,CA,36.2,-120.09
93235,Ivanhoe,CA,36.38,-119.22
93238,Kernville,CA,35.83,-118.45
93239,Kettleman City,CA,35.99,-119.99
93240,Lake Isabella,CA,35.64,-118.46
93241,Lamont,CA,35.25,-118.91
93242,Laton,CA,36.43,-119.69
93243,Lebec,CA,34.86,-118.87
93244,Lemon Cove,CA,36.46,-118.98
93245,Lemoore,CA,36.29,-119.82
93247,Lindsay,CA,36.2,-119.08
93249,Lost Hills,CA,35.61,-119.9
93250,Mc Farland,CA,35.65,-119.19
93251,Mc Kittrick,CA,35.41,-119.76
93252,Maricopa,CA,34.84,-119.27
93254,New Cuyama,CA,34.98,-119.8
93255,Onyx,CA,35.68,-118.07
93256,Pixley,CA,35.95,-119.31
93257,Porterville,CA,35.96,-118.92
93260,Posey,CA,35.88,-118.59
93262,Sequoia National Park,CA,36.53,-118.72
93263,Shafter,CA,35.49,-119.3
93265,Springville,CA,36.17,-118.7
93266,Stratford,CA,36.17,-119.81
93267,Strathmore,CA,36.14,-119.09
93268,Taft,CA,35.17,-119.36
93270,Terra Bella,CA,35.93,-119.03
93271,Three Rivers,CA,36.44,-118.86
93272,Tipton,CA,36.04,-119.34
93274,Tulare,CA,36.18,-119.36
93277,Visalia,CA,36.29,-119.38
93280,Wasco,CA,35.64,-119.44
93283,Weldon,CA,35.44,-118.25
93285,Wofford Heights,CA,35.7,-118.5
93286,Woodlake,CA,36.46,-119.1
93287,Woody,CA,35.73,-118.92
93291,Visalia,CA,36.4,-119.38
93292,Visalia,CA,36.37,-119.18
93301,Bakersfield,CA,35.38,-119.02
93304,Bakersfield,CA,35.33,-119.02
93305,Bakersfield,CA,35.39,-118.98
93306,Bakersfield,CA,35.43,-118.83
93307,Bakersfield,CA,35.2,-118.86
93308,Bakersfield,CA,35.54,-118.91
93309,Bakersfield,CA,35.34,-119.07
93311,Bakersfield,CA,35.18,-119.21
93312,Bakersfield,CA,35.38,-119.22
93313,Bakersfield,CA,35.15,-119.06
93314,Bakersfield,CA,35.38,-119.2
93381,Bakersfield,CA,35.37,-119.01
93382,Bakersfield,CA,35.25,-119
93401,San Luis Obispo,CA,35.25,-120.62
93402,Los Osos,CA,35.29,-120.81
93405,San Luis Obispo,CA,35.27,-120.69
93407,San Luis Obispo,CA,35.29,-120.66
93410,San Luis Obispo,CA,35.27,-120.73
93420,Arroyo Grande,CA,35.16,-120.43
93422,Atascadero,CA,35.45,-120.71
93426,Bradley,CA,35.85,-120.8
93427,Buellton,CA,34.61,-120.22
93428,Cambria,CA,35.59,-121.01
93430,Cayucos,CA,35.48,-120.92
93432,Creston,CA,35.47,-120.48
93433,Grover Beach,CA,35.12,-120.61
93434,Guadalupe,CA,34.93,-120.59
93436,Lompoc,CA,34.6,-120.39
93437,Lompoc,CA,34.77,-120.53
93442,Morro Bay,CA,35.38,-120.78
93444,Nipomo,CA,35.05,-120.48
93445,Oceano,CA,35.06,-120.6
93446,Paso Robles,CA,35.61,-120.76
93449,Pismo Beach,CA,35.15,-120.66
93450,San Ardo,CA,36,-120.87
93451,San Miguel,CA,35.89,-120.6
93452,San Simeon,CA,35.69,-121.2
93453,Santa Margarita,CA,35.31,-120.27
93454,Santa Maria,CA,34.91,-120.23
93455,Santa Maria,CA,34.82,-120.41
93458,Santa Maria,CA,34.95,-120.5
93460,Santa Ynez,CA,34.64,-120.02
93461,Shandon,CA,35.63,-120.26
93463,Solvang,CA,34.61,-120.14
93465,Templeton,CA,35.54,-120.75
93501,Mojave,CA,35.09,-118.13
93505,California City,CA,35.15,-117.92
93510,Acton,CA,34.49,-118.22
93512,Benton,CA,37.87,-118.54
93513,Big Pine,CA,37.18,-118.18
93514,Bishop,CA,37.5,-118.31
93516,Boron,CA,34.96,-117.67
93517,Bridgeport,CA,38.27,-119.33
93518,Caliente,CA,35.4,-118.51
93523,Edwards,CA,34.96,-117.87
93526,Independence,CA,36.83,-118.24
93527,Inyokern,CA,35.88,-118.15
93529,June Lake,CA,37.77,-119.06
93531,Keene,CA,35.23,-118.62
93532,Lake Hughes,CA,34.69,-118.52
93534,Lancaster,CA,34.72,-118.15
93535,Lancaster,CA,34.69,-117.9
93536,Lancaster,CA,34.72,-118.48
93543,Littlerock,CA,34.48,-117.92
93544,Llano,CA,34.49,-117.77
93545,Lone Pine,CA,36.56,-118.18
93546,Mammoth Lakes,CA,37.58,-118.84
93550,Palmdale,CA,34.52,-118.08
93551,Palmdale,CA,34.61,-118.27
93552,Palmdale,CA,34.5,-118.01
93553,Pearblossom,CA,34.48,-117.88
93555,Ridgecrest,CA,35.55,-117.67
93560,Rosamond,CA,34.92,-118.4
93561,Tehachapi,CA,35.12,-118.51
93562,Trona,CA,35.73,-117.36
93563,Valyermo,CA,34.39,-117.74
93591,Palmdale,CA,34.61,-117.81
93601,Ahwahnee,CA,37.39,-119.73
93602,Auberry,CA,37,-119.15
93603,Badger,CA,36.6,-118.92
93604,Bass Lake,CA,37.38,-119.51
93608,Cantua Creek,CA,36.45,-120.45
93609,Caruthers,CA,36.52,-119.87
93610,Chowchilla,CA,37.07,-120.27
93611,Clovis,CA,36.93,-119.56
93612,Clovis,CA,36.81,-119.71
93614,Coarsegold,CA,37.17,-119.71
93615,Cutler,CA,36.49,-119.28
93616,Del Rey,CA,36.65,-119.59
93618,Dinuba,CA,36.52,-119.39
93619,Clovis,CA,36.91,-119.58
93620,Dos Palos,CA,37.07,-120.63
93621,Dunlap,CA,36.79,-119.13
93622,Firebaugh,CA,36.85,-120.54
93623,Fish Camp,CA,37.47,-119.66
93625,Fowler,CA,36.62,-119.67
93626,Friant,CA,37.02,-119.69
93628,Hume,CA,36.8,-118.89
93630,Kerman,CA,36.71,-120.15
93631,Kingsburg,CA,36.48,-119.5
93635,Los Banos,CA,36.9,-121.02
93636,Madera,CA,36.93,-119.83
93637,Madera,CA,36.91,-120.19
93638,Madera,CA,37.01,-119.94
93640,Mendota,CA,36.67,-120.43
93641,Miramonte,CA,36.7,-119.04
93643,North Fork,CA,37.23,-119.49
93644,Oakhurst,CA,37.4,-119.61
93645,O Neals,CA,37.16,-119.62
93646,Orange Cove,CA,36.64,-119.29
93647,Orosi,CA,36.58,-119.19
93648,Parlier,CA,36.62,-119.51
93650,Fresno,CA,36.83,-119.79
93651,Prather,CA,37,-119.5
93652,Raisin City,CA,36.59,-119.9
93653,Raymond,CA,37.25,-119.96
93654,Reedley,CA,36.65,-119.4
93656,Riverdale,CA,36.48,-119.94
93657,Sanger,CA,36.79,-119.44
93660,San Joaquin,CA,36.59,-120.19
93662,Selma,CA,36.53,-119.64
93664,Shaver Lake,CA,37.06,-119.04
93667,Tollhouse,CA,36.96,-119.3
93668,Tranquillity,CA,36.65,-120.28
93669,Wishon,CA,37.26,-119.52
93675,Squaw Valley,CA,36.74,-119.19
93701,Fresno,CA,36.74,-119.79
93702,Fresno,CA,36.74,-119.75
93703,Fresno,CA,36.76,-119.76
93704,Fresno,CA,36.8,-119.8
93705,Fresno,CA,36.78,-119.82
93706,Fresno,CA,36.64,-119.91
93710,Fresno,CA,36.81,-119.75
93711,Fresno,CA,36.84,-119.82
93720,Fresno,CA,36.88,-119.77
93721,Fresno,CA,36.73,-119.78
93722,Fresno,CA,36.79,-119.92
93723,Fresno,CA,36.77,-119.95
93725,Fresno,CA,36.6,-119.75
93726,Fresno,CA,36.79,-119.76
93727,Fresno,CA,36.75,-119.67
93728,Fresno,CA,36.75,-119.81
93730,Fresno,CA,36.9,-119.75
93737,Fresno,CA,36.74,-119.65
93901,Salinas,CA,36.64,-121.62
93905,Salinas,CA,36.67,-121.61
93906,Salinas,CA,36.72,-121.63
93907,Salinas,CA,36.76,-121.65
93908,Salinas,CA,36.61,-121.62
93920,Big Sur,CA,36.08,-121.6
93923,Carmel,CA,36.46,-121.82
93924,Carmel Valley,CA,36.39,-121.65
93925,Chualar,CA,36.57,-121.44
93926,Gonzales,CA,36.54,-121.39
93927,Greenfield,CA,36.26,-121.37
93930,King City,CA,36.2,-120.94
93933,Marina,CA,36.67,-121.79
93940,Monterey,CA,36.6,-121.88
93943,Monterey,CA,36.57,-121.83
93950,Pacific Grove,CA,36.61,-121.92
93953,Pebble Beach,CA,36.58,-121.94
93955,Seaside,CA,36.62,-121.82
93960,Soledad,CA,36.39,-121.3
94002,Belmont,CA,37.5,-122.3
94005,Brisbane,CA,37.68,-122.41
94010,Burlingame,CA,37.56,-122.37
94014,Daly City,CA,37.68,-122.43
94015,Daly City,CA,37.67,-122.47
94019,Half Moon Bay,CA,37.44,-122.41
94020,La Honda,CA,37.28,-122.24
94021,Loma Mar,CA,37.27,-122.26
94022,Los Altos,CA,37.36,-122.14
94024,Los Altos,CA,37.34,-122.11
94025,Menlo Park,CA,37.45,-122.17
94027,Atherton,CA,37.44,-122.2
94028,Portola Valley,CA,37.37,-122.21
94030,Millbrae,CA,37.59,-122.4
94038,Moss Beach,CA,37.51,-122.5
94040,Mountain View,CA,37.38,-122.08
94041,Mountain View,CA,37.38,-122.07
94043,Mountain View,CA,37.41,-122.05
94044,Pacifica,CA,37.6,-122.45
94060,Pescadero,CA,37.2,-122.3
94061,Redwood City,CA,37.46,-122.24
94062,Redwood City,CA,37.4,-122.29
94063,Redwood City,CA,37.49,-122.21
94065,Redwood City,CA,37.53,-122.24
94066,San Bruno,CA,37.62,-122.43
94070,San Carlos,CA,37.49,-122.26
94074,San Gregorio,CA,37.33,-122.34
94080,South San Francisco,CA,37.65,-122.42
94085,Sunnyvale,CA,37.38,-122.01
94086,Sunnyvale,CA,37.36,-122.02
94087,Sunnyvale,CA,37.35,-122.03
94089,Sunnyvale,CA,37.42,-122
94101,San Francisco,CA,37.77,-122.41
94102,San Francisco,CA,37.77,-122.41
94103,San Francisco,CA,37.77,-122.41
94104,San Francisco,CA,37.79,-122.4
94105,San Francisco,CA,37.78,-122.39
